TL,Territory level and Typology,REG_ID,Region,VAR,Indicator,POS,Position,TIME,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,NewValue,Flag Codes,Flags
2,Large regions (TL2),ITH5,Emilia-Romagna,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2017,2017,,,0,Units,,,3965.93,4283.2044,,
2,Large regions (TL2),ITH5,Emilia-Romagna,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2018,2018,,,0,Units,,,4131.27,4461.7716,,
2,Large regions (TL2),ITI1,Tuscany,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2017,2017,,,0,Units,,,2117.73,2287.1484,,
2,Large regions (TL2),ITI1,Tuscany,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2018,2018,,,0,Units,,,2303.14,2487.3912,,
2,Large regions (TL2),ITI2,Umbria,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2017,2017,,,0,Units,,,272.66,294.4728,,
2,Large regions (TL2),ITI2,Umbria,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2018,2018,,,0,Units,,,291.18,314.4744,,
2,Large regions (TL2),ITI3,Marche,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2017,2017,,,0,Units,,,581.11,627.5988,,
2,Large regions (TL2),ITI3,Marche,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2018,2018,,,0,Units,,,577.08,623.2464,,
2,Large regions (TL2),ITI4,Lazio,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2017,2017,,,0,Units,,,4191.94,4527.2952,,
2,Large regions (TL2),ITI4,Lazio,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2018,2018,,,0,Units,,,4352.7,4700.916,,
